image_id,image_category,aspect_ratio,camera_make,camera_model,iso,aperture_value,focal_length,exposure_time,total_days,stats_downloads
dfdb82f7e0,Featured,1.5,CANON,Canon EOS R,200.0,2.8,70.0,0.008,1237,1952
3c234d512f,Featured,1.5,SONY,ILCE-7R,200.0,5.6,16.0,0.016666666666666666,2708,41953
f1ae211cc0,Featured,1.5,CANON,Canon EOS REBEL T3i,1600.0,7.1,285.0,0.0025,2493,18223
6f493e7f4c,Featured,1.5,CANON,Canon EOS 6D,250.0,2.0,50.0,0.0025,1177,1109
eb2d6a8a9a,Featured,1.57,SONY,DSC-RX1RM2,1600.0,2.5,35.0,30.0,1150,1629
e9a2925afb,Featured,0.67,FUJIFILM,X-T3,160.0,2.0,35.0,0.002,972,1588
f7261e2a68,Featured,1.5,NIKON,NIKON Z 6,100.0,1.4,35.0,0.01,1512,1114
604bfaaf54,Featured,0.67,NIKON,NIKON D750,5000.0,2.8,24.0,25.0,1956,349329
f0e510854f,Featured,0.67,CANON,Canon EOS 550D,400.0,2.5,50.0,0.008,3046,235933
41eac4bb1e,Featured,1.0,CANON,Canon EOS 77D,400.0,1.8,26.0,0.0015625,1594,4598
6b808dff5d,Featured,1.5,CANON,Canon EOS 70D,100.0,1.8,26.0,0.0025,2219,11150
b647b42d16,Featured,1.5,NIKON,NIKON D600,1000.0,3.8,22.0,0.016666666666666666,2286,21019
ceb4a59a64,Featured,1.5,FUJIFILM,X-T20,200.0,2.0,35.0,0.0004166666666666667,1137,1184
714d6e4184,Featured,1.5,CANON,Canon EOS 6D,2000.0,16.0,85.0,0.025,2839,22094
53a33c5ea7,Featured,1.5,SONY,ILCE-7M3,125.0,4.0,200.0,0.0015625,1337,745
cf259c8c8f,Featured,0.67,SONY,ILCE-7M2,1600.0,5.0,54.0,0.002,1461,14175
51fe594052,Featured,1.33,OLYMPUS,E-M1,200.0,5.0,12.0,0.005,2033,2612
9684e8361a,Featured,0.56,PANASONIC,DMC-G70,250.0,4.0,100.0,0.004,1350,2354
1854e4e829,Featured,0.67,CANON,Canon EOS 70D,2000.0,4.0,29.0,0.0015625,1322,2313
3e5a794573,Featured,1.5,CANON,Canon EOS 80D,100.0,8.0,91.0,0.002,1441,1260
9573c0528a,Featured,0.75,DJI,FC220,100.0,2.2,4.7,0.00025,1953,2310
a13eeb26d5,Featured,1.5,CANON,Canon EOS 6D,500.0,5.6,200.0,0.00125,2173,4478
152a0c01d5,Featured,0.67,CANON,Canon EOS 5D Mark III,50.0,9.5,45.0,0.004,1359,5423
910592c976,Featured,1.33,GOPRO,HERO4 Black,100.0,2.8,3.0,0.0005230125523012552,1469,1601
a32af43699,Featured,1.61,NIKON,NIKON D7200,200.0,5.0,40.0,0.003125,1311,9886
3788add4ec,Featured,1.0,CANON,Canon EOS 70D,200.0,5.6,50.0,0.005,1357,2252
3a5d5c541b,Featured,0.67,CANON,Canon EOS 6D,160.0,2.2,50.0,0.002,1181,1443
23a8a78b52,Featured,0.67,CANON,Canon EOS 5DS,1000.0,4.5,50.0,0.003125,1325,2611
7dc14f699f,Featured,1.5,CANON,Canon EOS REBEL T2i,100.0,5.6,55.0,0.003125,2772,11317
81f8254dbc,Featured,0.67,LEICA,LEICA Q (Typ 116),1600.0,10.0,28.0,0.001,1466,604
976af99642,Featured,1.5,SONY,ILCE-7M2,100.0,2.8,90.0,0.002,1528,1772
17cf762544,Featured,1.5,CANON,Canon EOS REBEL T5,640.0,5.0,46.0,0.00625,2357,25505
bb87690cd7,Featured,1.33,OLYMPUS,E-M10MarkII,400.0,1.8,45.0,0.00125,2117,14683
893ea5c881,Featured,0.67,CANON,Canon EOS 70D,200.0,5.6,50.0,0.0008,1521,3142
4536785364,Featured,0.88,NIKON,NIKON D850,100.0,5.6,290.0,0.0025,1201,1591
cc561765d6,Featured,1.5,CANON,Canon EOS 6D,3200.0,4.0,70.0,0.0125,1513,3927
e83a2de2fc,Featured,1.33,PANASONIC,DMC-GX80,800.0,2.0,45.0,6.25e-05,1440,2700
0f28abf5af,Featured,0.67,NIKON,NIKON D5200,100.0,1.8,35.0,0.003125,1483,1831
e9f06e15d9,Featured,0.75,APPLE,iPhone 8 Plus,20.0,2.8,6.6,0.008333333333333333,1381,3254
305c2f4552,Featured,1.5,CANON,Canon EOS 5D Mark IV,3200.0,4.5,300.0,0.0025,1373,12687
efd5ce66ae,Featured,1.5,NIKON,NIKON D750,400.0,8.0,200.0,0.008,1078,22464
940a8a1046,Featured,0.56,CANON,Canon EOS 6D,100.0,2.8,50.0,0.00625,1852,246905
0c7fb911f0,Featured,0.67,CANON,Canon EOS 5D Mark IV,100.0,2.8,50.0,0.0005,1579,1159
a9b1bc3129,Featured,1.51,NIKON,NIKON D7000,1250.0,3.5,10.0,25.0,1216,2438
4818656bc1,Featured,0.67,NIKON,NIKON D850,100.0,5.6,500.0,0.00125,1167,4546
767c66a12c,Featured,0.67,SONY,ILCE-6000,100.0,6.3,30.0,0.004,1589,3497
2b9756b4d8,Featured,0.7099999999999999,NIKON,NIKON D850,100.0,6.3,600.0,0.00125,1253,869
00212d99ae,Featured,0.75,DJI,FC220,116.0,2.2,4.7,0.01,1468,1008
aa0aff3eed,Featured,0.67,CANON,Canon EOS 5DS,1000.0,2.8,41.0,0.003125,1506,47389
f1dfd52cc1,Featured,1.5,SONY,ILCE-7M3,100.0,7.1,194.0,0.002,1149,949
3e844843d8,Featured,1.5,SONY,ILCE-7M2,100.0,1.8,85.0,0.00625,1319,8170
48b9c4c77c,Featured,1.5,CANON,Canon EOS 550D,100.0,5.0,50.0,0.005,2710,9139
ebae67c3b3,Featured,0.8,NIKON,NIKON D5300,200.0,5.6,140.0,0.0005,1350,2641
bd931f8294,Featured,0.67,NIKON,NIKON D7200,160.0,1.8,50.0,0.002,1197,1851
38f781e351,Featured,1.5,SONY,ILCE-7M3,400.0,5.6,44.0,0.00125,1581,3869
61011a169b,Featured,1.5,CANON,Canon PowerShot G7 X,320.0,1.8,8.8,10.0,1519,2809
33eaa0533e,Featured,0.67,CANON,Canon EOS 6D Mark II,125.0,9.0,24.0,0.0125,1286,6464
a7f3261402,Featured,1.5,NIKON,NIKON Z 50,200.0,5.6,300.0,0.00025,1110,5110
df5757cea6,Featured,1.25,CANON,Canon EOS 5D Mark IV,100.0,11.0,200.0,0.005,1584,86943
470099001c,Featured,0.67,CANON,Canon EOS 5D Mark IV,3200.0,4.5,200.0,0.0005,1482,2673
2f5034c155,Featured,1.74,CANON,Canon EOS 1100D,100.0,19.0,80.0,1.5,2378,5225
a751142be4,Featured,1.33,FUJIFILM,X30,100.0,2.0,7.1,0.000625,2610,31188
8bc2ffae66,Featured,1.5,CANON,Canon EOS 6D,5000.0,16.0,24.0,0.003125,2607,4437
10d028e670,Featured,1.5,CANON,Canon PowerShot G5 X,640.0,10.0,36.8,0.0005,1511,1958
db5bffea4e,Featured,1.5,FUJIFILM,X100T,400.0,4.0,23.0,0.002857142857142857,2333,10627
89593b0265,Featured,0.67,FUJIFILM,X-T20,800.0,4.0,40.7,0.0125,1162,1503
64cfdcad9b,Featured,1.65,CANON,Canon EOS 60D,100.0,4.5,55.0,0.008,1091,1900
b4a210a587,Featured,1.5,NIKON,NIKON D850,250.0,4.5,66.0,0.005,1145,1982
491b522aa4,Featured,1.5,NIKON,NIKON D3300,400.0,10.0,23.0,0.003125,2803,17285
0c28c45286,Featured,1.5,NIKON,NIKON D3300,100.0,3.2,50.0,0.00025,2150,21816
29e2f8f9d2,Featured,1.33,GOOGLE,Pixel,50.0,2.0,4.7,0.0020408163265306124,1979,5919
6c66694552,Featured,1.5,CANON,Canon EOS 5D Mark III,50.0,2.8,200.0,0.002,1266,13069
3d48aa500f,Featured,1.5,NIKON,NIKON D810,1600.0,2.8,17.0,15.0,1299,4397
83d3abff2c,Featured,1.5,PANASONIC,DMC-FZ1000,125.0,3.9,41.9,0.003125,1482,1230
4a9cb2e296,Featured,1.5,CANON,Canon EOS 6D,500.0,7.1,105.0,0.01,2544,118128
2c54e40faa,Featured,1.5,CANON,Canon EOS 6D,160.0,9.0,35.0,0.002,1486,3098
f945e9e860,Featured,1.5,NIKON,NIKON D3200,100.0,2.8,50.0,0.00125,1539,10631
8f07783442,Featured,1.5,NIKON,NIKON D610,1600.0,2.8,14.0,20.0,1953,49972
8a9619c1eb,Featured,1.5,CANON,Canon EOS 77D,100.0,8.0,50.0,0.5,1476,47593
d79bb1aa8f,Featured,0.8,NIKON,NIKON D610,200.0,5.6,42.0,0.003125,1005,50129
e2e2615fdc,Featured,1.0,APPLE,iPhone 6 Plus,32.0,2.2,4.2,0.001466275659824047,2846,35275
8a8c8ffb9d,Featured,1.5,CANON,Canon EOS 6D,250.0,5.6,67.0,0.00625,1300,9526
58d7bae6ba,Featured,1.5,CANON,Canon EOS 60D,100.0,22.0,14.0,2.5,2769,6297
5f2a329ae3,Featured,0.67,CANON,Canon EOS 5D Mark IV,6400.0,1.4,50.0,0.01,1849,12374
4c3721f515,Featured,1.5,NIKON,NIKON D810,31.0,22.0,24.0,2.5,1713,5057
4f1faf4fca,Featured,1.05,NIKON,NIKON D7000,4500.0,3.5,18.0,20.0,2051,19126
536116bfb8,Featured,0.76,NIKON,NIKON D810,100.0,8.0,50.0,0.00625,1175,1368
343211dc3b,Featured,0.8,SONY,ILCE-6500,100.0,1.8,35.0,0.001,1567,2596
b67bf69fed,Featured,0.67,SONY,ILCE-7M2,100.0,4.5,50.0,0.003125,1295,379
9ee07c500e,Featured,0.75,RICOH,PENTAX 645Z,400.0,5.6,120.0,0.01,1240,10099
d4596e9fe2,Featured,1.5,SONY,ILCE-7RM3,160.0,5.6,50.0,0.0008,1428,24586
a4a0249c07,Featured,0.8,CANON,Canon EOS 6D Mark II,100.0,10.0,35.0,0.008,1260,2363
ae3ae4e733,Featured,1.78,NIKON,NIKON D810,800.0,2.0,135.0,0.000625,2594,9189
7ff7a8677e,Featured,0.67,CANON,Canon EOS 6D Mark II,160.0,4.0,97.0,0.005,1410,3600
25fb229f1e,Featured,1.5,CANON,Canon EOS 700D,100.0,5.0,39.0,0.05,1134,1624
52afe74cdf,Featured,1.5,CANON,Canon EOS 6D,125.0,2.8,135.0,0.004,2686,37212
1e2532de9a,Featured,0.67,NIKON,NIKON D5300,100.0,1.8,35.0,0.0003125,1219,476
c1634f0068,Featured,0.67,CANON,Canon EOS 5D Mark IV,160.0,2.5,85.0,0.008,1164,1252
1e9e43b8fd,Featured,0.69,NIKON,NIKON D750,400.0,6.0,350.0,0.008,1451,1049
a131082418,Featured,0.67,CANON,Canon EOS 6D,200.0,2.8,50.0,0.00025,1211,791
9383321b21,Featured,1.5,CANON,Canon EOS 600D,100.0,5.0,85.0,0.0025,1574,1493
f202a6b88d,Featured,1.5,SONY,ILCE-7,200.0,8.0,60.0,0.0125,1570,1539
fbc41166c5,Featured,1.5,SONY,ILCE-7M3,400.0,1.4,16.0,0.005,1556,62545
e0061db4c3,Featured,1.5,NIKON,NIKON D5600,320.0,4.5,35.0,0.01,1881,1809
63ffffc20c,Featured,1.62,CANON,Canon PowerShot SX610 HS,80.0,3.8,4.5,0.0008,2166,14032
00c9238ab7,Featured,0.67,NIKON,NIKON D600,400.0,1.4,20.0,0.002,1283,3275
d171bb7fa5,Featured,1.49,NIKON,NIKON D200,100.0,5.0,62.0,0.0125,2670,6025
636fd8c53f,Featured,0.67,SONY,ILCE-7M2,400.0,7.1,230.0,0.002,1169,757
b7e0642418,Featured,1.47,SONY,ILCE-7S,800.0,6.3,240.0,0.0015625,2047,36336
2081f0b557,Featured,1.5,CANON,Canon EOS 600D,100.0,10.0,18.0,0.004,2424,9798
9b13fed088,Featured,1.5,CANON,Canon EOS 600D,400.0,5.6,180.0,0.002,1168,893
2e6835cb86,Featured,0.67,CANON,Canon EOS 5D Mark II,200.0,8.0,50.0,0.03333333333333333,1363,621
2a3d4edc00,Featured,0.67,NIKON,NIKON D810,40.0,3.2,26.0,0.00125,1163,2831
a5729530ae,Featured,0.67,CANON,Canon EOS 70D,200.0,6.7,50.0,0.004,1961,735
2e577e92fa,Featured,0.67,FUJIFILM,X-T20,200.0,7.1,16.0,3.0,1255,1656
be1d0e6adf,Featured,1.5,NIKON,NIKON D3100,800.0,9.0,50.0,0.01,1297,929
4b40fe5b28,Featured,1.49,CANON,Canon EOS R,200.0,4.0,24.0,0.008,1169,1453
c13c32d68e,Featured,0.8,SONY,ILCE-7RM3,100.0,4.0,50.0,0.002,1277,2150
b80caf3a66,Featured,1.5,FUJIFILM,X-H1,250.0,5.6,110.0,0.000625,1141,2232
a3302a4a32,Featured,1.5,CANON,Canon EOS M50,100.0,3.5,50.0,0.0008,1017,3538
b60296bb2a,Featured,1.5,CANON,Canon EOS 10D,1600.0,4.5,54.0,0.00025,2896,11724
9458389e3f,Featured,1.5,FUJIFILM,X100T,400.0,2.0,23.0,0.0022222222222222222,2309,570091
ccb191f81b,Featured,0.67,SONY,ILCE-7M2,400.0,10.0,70.0,0.008,1347,586
8d6c7ff6e3,Featured,1.33,PANASONIC,DC-G9,800.0,5.4,250.0,0.01,1209,1435
5a3e8bb1d6,Featured,0.67,CANON,Canon EOS 5D Mark IV,100.0,5.6,400.0,0.001,1267,912
f8f814ce59,Featured,0.67,CANON,Canon EOS 5DS,200.0,2.8,64.0,0.00125,1523,627
f838709f2d,Featured,1.5,CANON,Canon EOS 5D Mark II,200.0,4.0,85.0,0.004,1306,1566
83d95794ca,Featured,0.56,PANASONIC,DMC-G70,250.0,5.6,300.0,0.0015625,1279,6835
9eecbb7887,Featured,1.33,OLYMPUS,E-M10,200.0,5.0,14.0,0.008,1564,3533
c920e2676d,Featured,0.67,CANON,Canon EOS 60D,200.0,2.8,35.0,0.00625,1173,2220
594e5e3e34,Featured,0.8,FUJIFILM,X-Pro2,200.0,5.6,35.0,0.0008,1479,485
cf3354159b,Featured,0.67,NIKON,NIKON D5300,100.0,1.8,35.0,0.000625,1161,1481
a3560ca3bb,Featured,1.25,FUJIFILM,X-Pro2,400.0,4.0,56.0,0.004,1544,5442
a8e764113c,Featured,1.5,CANON,Canon EOS-1D X Mark II,320.0,5.6,16.0,0.00125,2183,8548
0ca011b59e,Featured,0.75,APPLE,iPhone X,20.0,1.8,4.0,0.001584786053882726,1562,16597
b620839d90,Featured,0.76,NIKON,NIKON D750,100.0,4.0,50.0,0.002,1573,31623
bf847c2985,Featured,1.5,SONY,ILCE-7RM3,250.0,3.5,75.0,0.00125,1449,3146
eab48c7a9f,Featured,1.56,CANON,Canon EOS 6D,125.0,5.6,50.0,0.005,1101,5752
0702b02fad,Featured,0.67,CANON,Canon EOS 5D Mark III,160.0,5.6,105.0,0.008,1553,754
64afbcd0af,Featured,0.67,SONY,ILCE-7RM3,100.0,1.4,85.0,0.0008,1736,977
8aa3e194e1,Featured,1.5,CANON,Canon EOS 80D,1000.0,11.0,64.0,0.016666666666666666,1194,2996
1eb254623c,Featured,0.67,CANON,Canon EOS 6D Mark II,1600.0,2.8,70.0,0.002,1109,11235
e79cef0c5f,Featured,0.67,FUJIFILM,X-Pro2,800.0,4.0,90.0,0.005,1223,621
b4a849a176,Featured,0.56,DJI,FC220,136.0,2.2,4.7,0.02,1483,37293
0e7c44bb17,Featured,0.67,CANON,Canon EOS 6D Mark II,400.0,2.8,85.0,0.0025,1069,2438
6fb2d65c12,Featured,0.67,CANON,Canon EOS 6D,250.0,1.4,50.0,0.0005,1095,1222
e9e550b967,Featured,0.67,CANON,Canon EOS 5D Mark III,400.0,1.8,50.0,0.00125,1233,618
496ad16f74,Featured,0.67,CANON,Canon EOS 80D,200.0,5.0,69.0,0.005,1133,6193
88c001fd71,Featured,0.67,FUJIFILM,X-Pro1,800.0,2.0,90.0,0.000588235294117647,1226,17918
db7fb11bf1,Featured,1.5,CANON,Canon EOS 5D Mark III,100.0,9.0,35.0,0.003125,2562,192900
cda7e82d60,Featured,0.8,SONY,ILCE-6000,100.0,4.0,20.0,0.125,1416,1422
edc5204511,Featured,1.5,SONY,ILCE-7RM3,100.0,5.0,153.0,0.00625,1205,2287
02af1c29e2,Featured,0.67,FUJIFILM,X-H1,320.0,9.0,400.0,0.002,1403,1462
6221b89d1b,Featured,1.54,NIKON,NIKON D750,1000.0,14.0,82.0,0.00125,2352,9718
16fe906752,Featured,0.67,NIKON,NIKON D850,3200.0,2.8,16.0,30.0,1336,10324
4b5b5d8d00,Featured,0.67,NIKON,NIKON D850,100.0,1.8,24.0,0.003125,1187,20341
9cd2a95ec0,Featured,0.69,LEICA,LEICA M10-P,400.0,2.0,35.0,0.03333333333333333,1469,5690
ca9a5727ba,Featured,0.67,FUJIFILM,X-E2S,200.0,1.0,35.0,0.001,1232,1434
adeb72d2ca,Featured,1.5,CANON,Canon EOS 5D Mark III,100.0,4.0,19.0,0.000625,2923,4503
389cbbbfad,Featured,1.5,FUJIFILM,X-T3,320.0,5.6,400.0,0.0002,1408,975
9360427003,Featured,0.8,CANON,Canon EOS R,400.0,4.0,105.0,0.005,1308,2374
eee7e6767d,Featured,0.67,CANON,Canon EOS REBEL T5i,100.0,5.0,20.0,0.0125,1450,687
dd6648093f,Featured,1.5,SONY,ILCE-7M2,320.0,6.3,19.0,0.016666666666666666,2523,22383
e10d12a8e8,Featured,1.33,PANASONIC,DC-GH5,200.0,2.8,12.0,60.0,1452,1106
b7bd14daaa,Featured,0.67,SONY,A7R3,100.0,2.8,90.0,100.0,1310,4427
3271c4abbc,Featured,1.5,FUJIFILM,X-T2,200.0,7.1,23.0,0.0025,2195,9582
b9733aefb3,Featured,1.5,SONY,ILCE-7RM2,50.0,1.8,50.0,0.00015625,1543,1857
8c902c56b0,Featured,1.5,CANON,Canon EOS-1D Mark III,100.0,2.8,24.0,0.00125,1194,11629
5397e3cb9a,Featured,1.5,CANON,Canon EOS 6D Mark II,100.0,2.0,35.0,0.0015625,1084,4702
203c3a443f,Featured,0.67,NIKON,NIKON D5300,100.0,5.0,50.0,0.00125,1467,900
1fc2096bb6,Not Featured,1.51,NIKON,NIKON D90,100.0,7.1,38.0,0.03333333333333333,2779,4044
5b0d19f6c7,Featured,0.67,CANON,Canon T5,400.0,2.5,50.0,0.008,1295,16535
7f9ae78e7c,Featured,1.78,MOTOROLA,XT1068,80.0,2.0,3.5,0.0011402508551881414,2800,5647
262438ecef,Featured,1.0,SONY,ILCE-7M3,1250.0,5.0,50.0,0.008,1180,3546
cacb3ce1f4,Featured,1.5,CANON,Canon EOS 5D Mark IV,100.0,2.5,24.0,0.0008,1307,1542
04c082ee9d,Featured,0.67,CANON,Canon EOS 5D Mark III,100.0,2.8,70.0,0.0005,1230,2186
cc1925e8fb,Featured,1.5,CANON,Canon EOS 750D,100.0,5.6,50.0,915.0,1904,3228
3e4591d23f,Featured,1.5,NIKON,NIKON D7100,560.0,8.0,17.0,0.002,1895,3121
70762d866e,Featured,1.5,CANON,Canon EOS 5D Mark II,100.0,2.0,85.0,0.0015625,2160,47088
4637a32e62,Featured,1.5,CANON,Canon EOS 5D Mark IV,3200.0,5.0,241.0,0.0015625,1338,12207
46618f3118,Featured,1.5,CANON,Canon EOS 60D,100.0,2.8,50.0,0.0025,1504,1025
2a39dfb28c,Featured,0.67,CANON,Canon EOS 6D,100.0,1.4,35.0,0.0015625,1299,4192
d5b58a9ee0,Featured,0.67,APPLE,iPhone XS,25.0,1.8,4.2,0.00011499540018399264,1197,2102
7d1d0afbe5,Featured,0.67,CANON,Canon EOS R,400.0,4.0,39.0,0.005,1208,1618
f8fba4cbf5,Featured,1.5,SONY,ILCE-7RM2,200.0,1.8,85.0,0.01,2418,14469
2e9a2c619d,Featured,1.5,SONY,ILCE-7M3,320.0,5.6,46.0,0.01,1198,1560
e8a41f6715,Featured,0.67,SONY,ILCE-7,160.0,1.8,50.0,0.0005,1121,1233
43fcc985e0,Featured,1.33,OLYMPUS,E-M1MarkII,200.0,5.0,75.0,0.00625,1455,2543
3c63fcf2bf,Featured,1.5,NIKON,NIKON D7500,100.0,2.0,50.0,0.0008,1198,1612
82a45ebdaa,Featured,0.67,CANON,Canon EOS 5D Mark III,160.0,2.8,50.0,0.00125,1521,2595
65acacbe9d,Featured,1.78,DJI,FC220,100.0,2.2,4.7,0.002,1967,4833
5cfc83c52d,Featured,0.67,CANON,Canon EOS 5D Mark IV,100.0,5.0,65.0,0.000625,1571,3476
1474eac14a,Featured,1.5,FUJIFILM,X-T3,2000.0,2.8,16.0,0.05,1522,10617
008f69da13,Featured,0.8,FUJIFILM,X-T2,200.0,1.4,16.0,0.004,1430,2935
f6200aa06c,Featured,0.8,SONY,ILCE-6000,100.0,7.1,30.0,0.003125,1264,3157
4befe23d84,Featured,0.67,SONY,ILCE-7RM3,400.0,11.0,70.0,0.005,1431,6240
6a70599ae9,Featured,0.8,CANON,Canon EOS 70D,200.0,3.5,18.0,0.03333333333333333,1559,22017
15952a0b3c,Featured,1.5,CANON,Canon EOS 6D,250.0,1.2,50.0,0.00125,1097,1636
069c17dc13,Featured,0.67,CANON,Canon EOS 6D,400.0,5.6,85.0,0.011111111111111112,1587,2207
566bfcb9a2,Featured,0.8,CANON,Canon EOS 750D,200.0,4.5,24.0,0.001,2155,4528
0c6f07a972,Featured,0.66,SONY,SLT-A55V,400.0,4.5,100.0,0.005,1083,3607
4bcb82d6b7,Featured,0.67,CANON,Canon EOS 6D Mark II,100.0,1.8,35.0,0.0008,1573,2606
cfeaad56ba,Featured,1.51,NIKON,NIKON D5000,400.0,5.0,50.0,0.01,2636,10900
310d7d746c,Featured,1.5,NIKON,NIKON D5000,250.0,1.8,50.0,0.00025,3492,82897
3e5871d3d9,Featured,1.5,CANON,Canon EOS 5D Mark III,2000.0,3.5,147.0,0.00625,1991,6437
8c312d164d,Featured,0.67,FUJIFILM,X-T3,500.0,2.8,35.0,0.019230769230769232,1047,3531
365145abd6,Featured,1.5,FUJIFILM,X-T2,400.0,7.1,25.4,0.0125,1377,4203
98d52b0e61,Featured,1.5,CANON,Canon EOS REBEL T3i,100.0,10.0,34.0,0.004,1554,1831
61a7195e06,Featured,2.02,SONY,ILCE-3500,2500.0,6.3,198.0,0.003125,2890,35877
db2ba8570a,Featured,0.8299999999999998,NIKON,NIKON D750,640.0,13.0,35.0,0.0015625,1545,3476
0b9ff4fcc1,Featured,1.5,NIKON,NIKON D750,100.0,6.3,600.0,0.0013333333333333333,1186,2364
84a2b7fe45,Featured,1.5,NIKON,NIKON D3200,100.0,1.8,50.0,0.00025,2389,390679
46fa8fc470,Featured,1.5,CANON,Canon EOS 5D Mark II,400.0,2.8,70.0,0.00025,3076,4382
4101b1a85e,Featured,0.67,CANON,Canon EOS REBEL T5i,400.0,5.0,27.0,0.00625,1142,2012
83c7abc869,Featured,1.5,CANON,Canon EOS 6D,200.0,2.8,50.0,0.00125,1303,2472
293461af1f,Featured,1.97,CANON,Canon EOS M50,100.0,14.0,45.0,0.008,1520,1242
2ad3895eb6,Featured,1.5,HASSELBLAD,L1D-20c,100.0,4.0,10.3,0.016666666666666666,1184,2786
6a79550393,Featured,0.67,NIKON,NIKON D750,64.0,1.8,50.0,0.00025,1278,17686
5c4156700d,Featured,0.8,DJI,FC220,100.0,2.2,4.7,0.07692307692307693,1401,2249
d78c483e08,Featured,0.67,FUJIFILM,X-T30,160.0,8.0,24.0,0.004166666666666667,997,1341
4368d10d7b,Featured,0.67,CANON,Canon EOS 6D Mark II,200.0,2.8,70.0,0.001,1571,1868
a504acaa96,Featured,0.67,HASSELBLAD,L1D-20c,100.0,3.5,10.3,0.0125,1413,9053
a025fb1e14,Featured,0.8,APPLE,iPhone 7 Plus,50.0,2.8,6.6,0.016666666666666666,1990,76197
c0812dea2f,Featured,0.67,CANON,Canon EOS 5D Mark IV,250.0,1.4,50.0,0.0015625,1128,537
91f9777b3e,Featured,1.5,CANON,Canon EOS 40D,400.0,2.0,50.0,0.0125,2022,3361
09331970fa,Featured,1.5,NIKON,NIKON D700,200.0,9.0,17.0,0.003125,2416,136858
dc8799d02d,Featured,0.67,CANON,Canon EOS 6D,200.0,2.0,100.0,0.0008,1287,904
380f32fdc6,Featured,1.51,NIKON,NIKON D5000,1250.0,4.5,35.0,0.005,1435,14140
ced90ae7b9,Featured,1.5,CANON,Canon EOS 70D,100.0,1.8,50.0,0.0025,2124,4421
553abed8b6,Featured,0.8,CANON,Canon EOS 6D Mark II,1250.0,4.0,75.0,0.03333333333333333,1139,585
e41df8b0e8,Featured,0.67,CANON,Canon EOS 6D,100.0,3.5,50.0,0.0003333333333333333,1396,1705
2b0864d394,Featured,0.67,FUJIFILM,X100F,500.0,2.0,23.0,0.008,1347,1193
c2119456c7,Featured,1.78,SAMSUNG,SM-G900I,40.0,2.2,4.8,0.0016778523489932886,2429,4313
6ecf347a29,Featured,1.5,CANON,Canon EOS 60D,100.0,5.0,28.0,0.003125,1226,2064
2dd089356a,Featured,0.67,CANON,Canon EOS 5D Mark IV,5000.0,1.8,85.0,0.0005,1107,5249
b62d29c046,Featured,0.67,NIKON,NIKON D5300,200.0,3.5,18.0,0.03333333333333333,1507,1544
7b83052b79,Featured,0.67,CANON,Canon EOS 7D,100.0,9.0,28.0,0.005,2062,67050
9efeaf7218,Featured,1.33,DJI,FC220,100.0,2.2,4.7,0.00025,1168,954
fb837aba13,Featured,0.67,CANON,Canon EOS-1D X Mark II,100.0,2.8,24.0,0.001,1320,635
8835a4e579,Featured,0.56,DJI,FC2103,200.0,2.8,4.5,0.005,1403,2907
fd79a01b11,Featured,1.5,SONY,ILCE-7M3,2000.0,2.5,35.0,8.0,1426,4951
488a96e914,Featured,0.67,NIKON,NIKON Z 6,250.0,14.0,70.0,0.3,1078,2264
31815cb873,Featured,1.5,SONY,ILCE-6000,100.0,1.8,50.0,0.001,2111,12442
ebeaa3f367,Featured,0.8,SONY,ILCE-7M3,50.0,4.0,112.0,0.00125,1297,632
dc678c996c,Featured,1.4,NIKON,NIKON D5100,400.0,9.0,34.0,0.0015625,2218,14409
f90d793fa2,Featured,0.67,DJI,FC1102,100.0,2.6,4.5,0.008333333333333333,1035,2421
0d3866160c,Featured,1.5,SONY,ILCE-7RM3,200.0,8.0,560.0,0.002,1522,47493
51d12af836,Featured,0.67,HASSELBLAD,L1D-20c,100.0,4.5,10.3,0.00625,1214,3745
d4acb72441,Featured,1.5,CANON,Canon EOS 700D,100.0,5.6,54.0,0.004,2502,13299
fb934f009f,Featured,0.67,SONY,ILCE-7RM2,200.0,5.6,24.0,0.5,1181,868
cbe59cf8c0,Featured,0.67,FUJIFILM,X-H1,200.0,1.2,56.0,0.001,1244,827
696c8c11ae,Featured,1.5,CANON,Canon EOS 5D Mark III,400.0,8.0,400.0,0.0025,1568,2075
0b8f3ec569,Featured,1.5,CANON,Canon EOS 6D,100.0,2.8,20.0,0.001,1222,2399
b0c8af18c3,Featured,0.8,HASSELBLAD,L1D-20c,100.0,5.6,10.3,0.0025,1092,1810
48fd2179e8,Featured,0.67,SONY,ILCE-7M3,1000.0,5.0,60.0,0.0002,1272,679
fb390fc95f,Featured,1.5,SONY,ILCE-7M3,200.0,6.3,40.0,0.00015625,1466,2313
1250feba7a,Featured,1.49,NIKON,NIKON D60,160.0,5.6,18.0,0.008,2966,20728
963642977c,Featured,1.5,FUJIFILM,X100F,200.0,10.0,23.0,0.002,1455,1346
101b805172,Featured,0.66,FUJIFILM,FinePix X100,400.0,2.0,23.0,0.00025,1414,1584
eca561f013,Featured,1.5,CANON,Canon EOS 60D,3200.0,4.5,17.0,15.0,1934,3154
a240f953c7,Featured,1.5,NIKON,NIKON D5200,1000.0,11.0,200.0,0.0015625,1182,3510
85ba935b84,Featured,1.4,CANON,Canon EOS 5D Mark IV,640.0,2.8,300.0,0.0008,1114,3062
